singer,title,cheeze,genre,cover_image,country
치즈,좋아해,,발라드,https://image.bugsm.co.kr/album/images/200/200826/20082696.jpg?version=20231222002928,K-POP
카더가든,밤새,,발라드,https://image.bugsm.co.kr/album/images/200/203473/20347347.jpg?version=20210804003053,K-POP
카더가든,섬으로 가요,,록,https://image.bugsm.co.kr/album/images/200/201352/20135289.jpg?version=20250107030823,K-POP
케이시,사진첩,,알엔비,https://image.bugsm.co.kr/album/images/200/201631/20163161.jpg?version=20210422183751,K-POP
케이시,진심이 담긴 노래,,발라드,https://image.bugsm.co.kr/album/images/200/202415/20241516.jpg?version=20210422183751,K-POP
케이시,그때가 좋았어,,발라드,https://image.bugsm.co.kr/album/images/200/202189/20218902.jpg?version=20210422183751,K-POP
케이시,늦은 밤 헤어지긴 너무 아쉬워,,발라드,https://image.bugsm.co.kr/album/images/200/40758/4075823.jpg?version=20220520063445,K-POP
케이시,가을밤 떠난 너,,발라드,https://image.bugsm.co.kr/album/images/200/202756/20275636.jpg?version=20210422183751,K-POP
키키,I DO ME,,댄스,https://image.bugsm.co.kr/album/images/200/41150/4115087.jpg?version=20250425011550,K-POP
탑현,그대와 달 아래,,발라드,https://image.bugsm.co.kr/album/images/200/40762/4076243.jpg?version=20220530063228,K-POP
탑현,사랑한다고 말해줘,,발라드,https://image.bugsm.co.kr/album/images/200/40784/4078489.jpg?version=20220812004904,K-POP
태연,불티,,댄스,https://image.bugsm.co.kr/album/images/200/202848/20284863.jpg?version=20230601001751,K-POP
태연,Weekend,,댄스,https://image.bugsm.co.kr/album/images/200/204073/20407398.jpg?version=20230601002040,K-POP
태연,Melt Away,,알엔비,https://image.bugsm.co.kr/album/images/200/40935/4093522.jpg?version=20240307015748,K-POP
투어스,내가 S면 넌 나의 N이 되어줘,,댄스,https://image.bugsm.co.kr/album/images/200/41023/4102387.jpg?version=20240718014004,K-POP
투어스,첫 만남은 계획대로 되지 않아,,댄스,https://image.bugsm.co.kr/album/images/200/40947/4094730.jpg?version=20250107011728,K-POP
2am,어떡하죠,,댄스,https://image.bugsm.co.kr/album/images/200/1590/159043.jpg?version=20211216013008,K-POP
펀치,가끔 이러다,,알엔비,https://image.bugsm.co.kr/album/images/200/202773/20277361.jpg?version=20250530010227,K-POP
펀치,밤이 되니까,,알엔비,https://image.bugsm.co.kr/album/images/200/201223/20122385.jpg?version=20250530003256,K-POP
펀치,Done For Me,,발라드,https://image.bugsm.co.kr/album/images/200/202717/20271738.jpg?version=20250530014129,K-POP
펀치,헤어지는 중,,알엔비,https://image.bugsm.co.kr/album/images/200/201938/20193850.jpg?version=20250530011829,K-POP
플라워,애정표현,,록,https://image.bugsm.co.kr/album/images/200/302/30260.jpg?version=20250107033538,K-POP
PLAVE,Dash,,록,https://image.bugsm.co.kr/album/images/200/41139/4113992.jpg?version=20250207010524,K-POP
핑클,화이트,,댄스,https://image.bugsm.co.kr/album/images/200/52/5293.jpg?version=20230628005123,K-POP
하리,조으다 완전 조으다,,댄스,https://image.bugsm.co.kr/album/images/200/3241/324123.jpg?version=20130718032207,K-POP
한로로,입춘,,인디뮤직,https://image.bugsm.co.kr/album/images/200/204552/20455290.jpg?version=20250601000543,K-POP
RUSUK,잠깐나올래,,발라드,https://image.bugsm.co.kr/album/images/200/205553/20555310.jpg?version=20230327180024,K-POP
허니츄러스,ii (아이아이),,댄스,https://image.bugsm.co.kr/album/images/200/205769/20576983.jpg?version=20230708004738,K-POP
허회경,그렇게 살아가는 것,,인디뮤직,https://image.bugsm.co.kr/album/images/200/204435/20443543.jpg?version=20250215034425,K-POP
헤비,늘,"2,000치즈",록,https://image.bugsm.co.kr/album/images/200/41171/4117123.jpg?version=20250424020202,K-POP
헤이즈,빙글빙글,,댄스,https://image.bugsm.co.kr/album/images/200/205568/20556837.jpg?version=20231026070711,K-POP
헤이즈,없었던 일로,,알엔비,https://image.bugsm.co.kr/album/images/200/204762/20476268.jpg?version=20231026065347,K-POP
헤이즈,처음처럼,,알엔비,https://image.bugsm.co.kr/album/images/200/203977/20397734.jpg?version=20250107011956,K-POP
헤이즈,비가 오는 날엔,,발라드,https://image.bugsm.co.kr/album/images/200/204128/20412824.jpg?version=20231026063909,K-POP
헤이즈,헤픈 우연,,알엔비,https://image.bugsm.co.kr/album/images/200/203977/20397734.jpg?version=20250107011956,K-POP
헤이즈,비도 오고 그래서,,알엔비,https://image.bugsm.co.kr/album/images/200/201049/20104917.jpg?version=20231026053140,K-POP
헤이즈,첫눈에,,알엔비,https://image.bugsm.co.kr/album/images/200/202157/20215708.jpg?version=20231026055241,K-POP
헤일,어떨 것 같아,,인디뮤직,https://image.bugsm.co.kr/album/images/200/202143/20214356.jpg?version=20250501000430,K-POP
황가람,나는 반딧불,,발라드,https://image.bugsm.co.kr/album/images/200/41087/4108756.jpg?version=20241023010353,K-POP
황인욱,취하고 싶다,,발라드,https://image.bugsm.co.kr/album/images/200/201101/20110120.jpg?version=20211020230037,K-POP
황인욱,한잔이면 지워질까,,발라드,https://image.bugsm.co.kr/album/images/200/40189/4018961.jpg?version=20240227022639,K-POP
황인욱,포장마차,,발라드,https://image.bugsm.co.kr/album/images/200/8960/896053.jpg?version=20211029115011,K-POP
휘인,헤어지자,,발라드,https://image.bugsm.co.kr/album/images/200/202752/20275298.jpg?version=20220324033450,K-POP
BOYNEXTDOOR,오늘만 I LOVE YOU,,댄스,https://image.bugsm.co.kr/album/images/200/41125/4112558.jpg?version=20250108011423,K-POP
FIFTY FIFTY,Cupid,,댄스,https://image.bugsm.co.kr/album/images/200/205484/20548488.jpg?version=20250107033632,K-POP
FIFTY FIFTY,SOS,,댄스,https://image.bugsm.co.kr/album/images/200/357697/35769791.jpg?version=20250122005359,K-POP
FIFTY FIFTY,Pookie,,댄스,https://image.bugsm.co.kr/album/images/200/377971/37797179.jpg?version=20250802015530,K-POP
FIFTY FIFTY,starry night ,,댄스,https://image.bugsm.co.kr/album/images/200/357175/35717583.jpg?version=20250122015112,K-POP
NewJeans,Hurt,,알엔비,https://image.bugsm.co.kr/album/images/200/40780/4078016.jpg?version=20221014011218,K-POP
NewJeans,Bubble Gum,,댄스,https://image.bugsm.co.kr/album/images/200/41256/4125643.jpg?version=20250821010538,K-POP
WOODZ,Drowning,,록,https://image.bugsm.co.kr/album/images/200/40839/4083984.jpg?version=20250315015832,K-POP
이무진,청춘만화,,록,https://image.bugsm.co.kr/album/images/200/41081/4108180.jpg?version=20250318024429,K-POP
이무진,에피소드,,록,https://image.bugsm.co.kr/album/images/200/40941/4094127.jpg?version=20250101001125,K-POP
이무진,잠깐 시간 될까,,록,https://image.bugsm.co.kr/album/images/200/40862/4086287.jpg?version=20250101001037,K-POP
하울,사랑인가요,,발라드,https://image.bugsm.co.kr/album/images/200/80153/8015382.jpg?version=20250107025601,K-POP
루시,아니 근데 진짜,,록,https://image.bugsm.co.kr/album/images/200/40840/4084015.jpg?version=20250101001012,K-POP
백예린,La La La Love Song,,일반,https://i1.sndcdn.com/artworks-ilv12X02b6zqHm2w-J3ZWGw-t500x500.jpg,J-POP
Kokia,부엉이,,일반,https://i1.sndcdn.com/artworks-xL2MMVTI95a2Wy9f-MicHdw-t500x500.jpg,J-POP
쵸큐메이,너의 연인이 되고싶어,,일반,https://i.namu.wiki/i/bwMWXWi2w5TujlLg_ldjomj7jxwlPVirvhQLgxRWab3eX-nxTzPgX_gm9Lki3Fnp91_875cJpRAyJWpnPm40LA.webp,J-POP
와누카,취기,,일반,https://i.ytimg.com/vi/Rq0NjgXSj0s/maxresdefault.jpg,J-POP
마츠타세이코,푸른산호초,,일반,https://i.namu.wiki/i/zaiEOEdXE2x4-jqt_qSbXwL8XffNp16OMfFFTfHcmH_NNcF_A-tImjneSgPX0mxkH6COeYwKB4nHSTVLx115bv5oByiEQk4e893g0vVxwdFU56F05R7nTJhaEMayCaLGdQQpFlz_pzYCmwLL7IXCNA.webp,J-POP
XIA(준수),내가 죽으려고 생각한 것은,,발라드,https://i.ytimg.com/vi/SGuYqyLYU1g/maxresdefault.jpg,K-POP
eill ,Finale,,일반,https://i.namu.wiki/i/T28VBA4M_418mXLylsTFPRLIC5HEwphWGSD8U_m1CdSSuKol8nZcuO321L7YmTDVa3HYSlBfpitAZVXw1pDZ4g.webp,J-POP
tuki.,만찬가,,일반,https://i.namu.wiki/i/GMn8hSQsoEC8Ahf4ZDWqI17M8ifhqGrfy1wtxnNxJ_GITZ3pLayA2FWmeVjcwyYxpJhOXD9RJIys-KNTJ0-ATA.webp,J-POP
짱빵,슈퍼짱빵이,,애교송,https://nng-phinf.pstatic.net/MjAyNTA4MTJfMTEx/MDAxNzU0OTk4ODM3OTg5.gQJOG7xPROPhkDxauA5KyzdtZp2cJTiWM5SLJ1w9QZQg.kI0U5Ar6daoH3fxJgqMyFqO9jLU-8YQmxMNceHlM-6kg.PNG/%ED%94%84%EB%A1%9C%ED%95%84%EC%82%AC%EC%A7%843.png?type=f120_120_na,K-POP
짱빵,빵후루,,애교송,https://nng-phinf.pstatic.net/MjAyNTA4MTJfMTEx/MDAxNzU0OTk4ODM3OTg5.gQJOG7xPROPhkDxauA5KyzdtZp2cJTiWM5SLJ1w9QZQg.kI0U5Ar6daoH3fxJgqMyFqO9jLU-8YQmxMNceHlM-6kg.PNG/%ED%94%84%EB%A1%9C%ED%95%84%EC%82%AC%EC%A7%843.png?type=f120_120_na,K-POP
짱빵,날봐 귀순,,애교송,https://nng-phinf.pstatic.net/MjAyNTA4MTJfMTEx/MDAxNzU0OTk4ODM3OTg5.gQJOG7xPROPhkDxauA5KyzdtZp2cJTiWM5SLJ1w9QZQg.kI0U5Ar6daoH3fxJgqMyFqO9jLU-8YQmxMNceHlM-6kg.PNG/%ED%94%84%EB%A1%9C%ED%95%84%EC%82%AC%EC%A7%843.png?type=f120_120_na,K-POP
짱빵,모찌송,,애교송,https://nng-phinf.pstatic.net/MjAyNTA4MTJfMTEx/MDAxNzU0OTk4ODM3OTg5.gQJOG7xPROPhkDxauA5KyzdtZp2cJTiWM5SLJ1w9QZQg.kI0U5Ar6daoH3fxJgqMyFqO9jLU-8YQmxMNceHlM-6kg.PNG/%ED%94%84%EB%A1%9C%ED%95%84%EC%82%AC%EC%A7%843.png?type=f120_120_na,K-POP
이명화,진짜배기,,트로트,https://image.bugsm.co.kr/album/images/200/206874/20687437.jpg?version=20241126180022,K-POP
